Average Zeroed Cap@174kHz,Average Zeroed Cap@224kHz,Average Zeroed Cap@287kHz,Average Zeroed Cap@368kHz,Average Zeroed Cap@473kHz,Average Zeroed Cap@607kHz,Average Zeroed Cap@779kHz,Average Zeroed Cap@1000kHz,Average Zeroed Cap@1284kHz,Average Zeroed Cap@1648kHz,Average Zeroed Cap@2115kHz,Group,Day,,,,,,,,,,,
1.136,0.908,0.523,0.536,0.215,0.219,0.088,0.155,0.087,-0.074,-0.044,1,10,,,,,,,,,,,
0.911,0.919,0.48,0.623,0.404,0.157,0.105,0.137,0.07,-0.102,-0.004,1,10,,,,,,,,,,,
1.365,1.089,0.645,0.965,0.471,0.503,0.354,0.393,0.358,0.19,0.235,1,10,,,,,,,,,,,
1.173,1.012,0.647,0.952,0.401,0.421,0.359,0.339,0.345,0.189,0.309,1,10,,,,,,,,,,,
1.179,0.968,0.654,0.884,0.462,0.503,0.31,0.341,0.339,0.219,0.289,1,10,,,,,,,,,,,
1.221,1.235,0.619,0.713,0.415,0.426,0.347,0.344,0.398,0.242,0.21,1,10,,,,,,,,,,,
1.389,1.061,0.646,0.901,0.58,0.552,0.303,0.358,0.37,0.137,0.219,1,10,,,,,,,,,,,
1.378,1.044,0.787,0.893,0.395,0.45,0.322,0.289,0.34,0.23,0.181,1,10,,,,,,,,,,,
1.297,1.179,0.7,0.975,0.518,0.501,0.345,0.37,0.411,0.22,0.272,1,10,,,,,,,,,,,
1.11,1.177,0.716,0.806,0.431,0.365,0.292,0.318,0.364,0.213,0.259,1,10,,,,,,,,,,,
1.518,1.093,0.701,0.824,0.544,0.462,0.318,0.316,0.271,0.138,0.264,1,10,,,,,,,,,,,
1.267,1.063,0.623,0.682,0.468,0.455,0.238,0.307,0.293,0.209,0.247,1,10,,,,,,,,,,,
1.29,1.131,0.425,0.888,0.54,0.544,0.306,0.328,0.323,0.222,0.176,1,10,,,,,,,,,,,
1.31,1.088,0.44,0.871,0.438,0.44,0.273,0.347,0.268,0.233,0.223,1,10,,,,,,,,,,,
1.303,1.092,0.64,0.76,0.542,0.525,0.388,0.306,0.309,0.217,0.229,1,10,,,,,,,,,,,
1.18,1.077,0.723,0.646,0.444,0.456,0.317,0.33,0.336,0.177,0.153,1,10,,,,,,,,,,,
1.272,1.107,0.597,0.822,0.552,0.459,0.315,0.267,0.282,0.179,0.249,1,10,,,,,,,,,,,
1.227,1.013,0.665,0.659,0.519,0.486,0.25,0.24,0.278,0.199,0.16,1,10,,,,,,,,,,,
1.295,1.055,0.632,0.872,0.41,0.441,0.288,0.239,0.228,0.179,0.137,1,10,,,,,,,,,,,
1.245,1.131,0.797,0.698,0.413,0.429,0.228,0.253,0.25,0.153,0.22,1,10,,,,,,,,,,,
1.349,1.116,0.589,0.708,0.305,0.43,0.293,0.218,0.256,0.14,0.158,1,10,,,,,,,,,,,
1.255,1.268,0.692,0.839,0.274,0.432,0.267,0.28,0.261,0.108,0.149,1,10,,,,,,,,,,,
1.814,1.504,1.149,1.35,0.919,0.807,0.495,0.558,0.597,0.527,0.541,1,10,,,,,,,,,,,
1.711,1.524,1.147,1.126,0.658,0.805,0.612,0.615,0.656,0.469,0.492,1,10,,,,,,,,,,,
1.622,1.32,1.036,1.045,0.793,0.708,0.571,0.572,0.563,0.48,0.467,1,10,,,,,,,,,,,
1.819,1.564,1.08,1.309,0.791,0.85,0.637,0.611,0.685,0.499,0.547,1,10,,,,,,,,,,,
1.746,1.486,1.003,1.174,1.01,0.917,0.674,0.607,0.597,0.495,0.637,1,10,,,,,,,,,,,
1.625,1.359,0.997,1.129,0.923,0.819,0.602,0.59,0.578,0.55,0.569,1,10,,,,,,,,,,,
1.747,1.647,1.064,1.213,0.725,0.748,0.588,0.624,0.655,0.464,0.58,1,10,,,,,,,,,,,
1.737,1.456,0.999,1.189,0.729,0.777,0.645,0.625,0.581,0.489,0.414,1,10,,,,,,,,,,,
1.66,1.493,1.009,1.167,0.817,0.656,0.584,0.597,0.578,0.491,0.487,1,10,,,,,,,,,,,
1.713,1.365,1.008,1.157,0.905,0.76,0.588,0.593,0.641,0.463,0.43,1,10,,,,,,,,,,,
1.772,1.507,1.009,0.939,0.749,0.803,0.625,0.632,0.639,0.549,0.521,1,10,,,,,,,,,,,
1.802,1.441,0.939,1.054,0.736,0.723,0.541,0.599,0.594,0.462,0.464,1,10,,,,,,,,,,,
1.756,1.545,1.181,0.945,0.813,0.745,0.589,0.597,0.601,0.426,0.422,1,10,,,,,,,,,,,
1.6,1.49,1.015,1.145,0.678,0.78,0.544,0.494,0.66,0.463,0.482,1,10,,,,,,,,,,,
1.693,1.486,0.861,1.389,0.679,0.764,0.574,0.619,0.648,0.458,0.46,1,10,,,,,,,,,,,
1.9,1.595,1.053,1.093,0.762,0.723,0.611,0.517,0.584,0.442,0.483,1,10,,,,,,,,,,,
1.774,1.411,1.247,1.104,0.768,0.803,0.567,0.562,0.57,0.428,0.505,1,10,,,,,,,,,,,
1.733,1.517,1.266,1.084,0.905,0.774,0.546,0.612,0.56,0.424,0.46,1,10,,,,,,,,,,,
1.674,1.517,1.14,1.078,0.795,0.752,0.613,0.599,0.592,0.378,0.475,1,10,,,,,,,,,,,
1.95,1.615,1.092,1.239,0.826,0.794,0.573,0.546,0.528,0.503,0.485,1,10,,,,,,,,,,,
1.743,1.53,1.225,1.192,0.674,0.65,0.434,0.487,0.504,0.3,0.33,2,10,,,,,,,,,,,
1.617,1.379,1.075,1.129,0.719,0.664,0.542,0.482,0.468,0.32,0.364,2,10,,,,,,,,,,,
1.926,1.533,0.951,1.161,0.832,0.725,0.493,0.482,0.441,0.413,0.323,2,10,,,,,,,,,,,
1.721,1.482,1.059,1.043,0.8,0.707,0.468,0.45,0.46,0.311,0.355,2,10,,,,,,,,,,,
1.799,1.463,1.047,1.072,0.799,0.62,0.545,0.47,0.498,0.273,0.405,2,10,,,,,,,,,,,
1.74,1.469,0.955,1.072,0.734,0.615,0.434,0.498,0.421,0.317,0.375,2,10,,,,,,,,,,,
1.92,1.548,1.029,0.987,0.668,0.734,0.438,0.454,0.462,0.276,0.329,2,10,,,,,,,,,,,
1.693,1.406,0.98,1.085,0.727,0.705,0.482,0.463,0.447,0.327,0.335,2,10,,,,,,,,,,,
1.722,1.442,0.853,1.138,0.761,0.761,0.447,0.431,0.494,0.353,0.31,2,10,,,,,,,,,,,
1.73,1.413,0.88,0.933,0.647,0.712,0.459,0.466,0.463,0.349,0.381,2,10,,,,,,,,,,,
1.821,1.48,0.912,1.031,0.902,0.63,0.445,0.422,0.45,0.331,0.299,2,10,,,,,,,,,,,
1.668,1.455,0.955,1.072,0.583,0.672,0.526,0.456,0.529,0.327,0.341,2,10,,,,,,,,,,,
1.839,1.428,0.921,1.028,0.713,0.732,0.525,0.445,0.5,0.267,0.299,2,10,,,,,,,,,,,
1.842,1.309,1.071,1.043,0.674,0.689,0.489,0.54,0.449,0.384,0.355,2,10,,,,,,,,,,,
1.788,1.684,1.105,0.919,0.803,0.66,0.555,0.511,0.493,0.316,0.335,2,10,,,,,,,,,,,
1.887,1.431,0.967,1.241,0.821,0.741,0.492,0.551,0.477,0.381,0.409,2,10,,,,,,,,,,,
1.798,1.425,0.934,0.982,0.754,0.659,0.386,0.565,0.502,0.341,0.431,2,10,,,,,,,,,,,
1.698,1.449,0.843,1.174,0.775,0.786,0.552,0.535,0.494,0.324,0.372,2,10,,,,,,,,,,,
1.726,1.455,0.885,1.189,0.91,0.689,0.557,0.427,0.475,0.309,0.348,2,10,,,,,,,,,,,
1.762,1.571,0.928,1.05,0.998,0.683,0.526,0.523,0.471,0.354,0.34,2,10,,,,,,,,,,,
1.834,1.607,1.171,1.528,1.327,1.171,0.99,0.992,1,0.843,0.769,2,10,,,,,,,,,,,
1.957,1.64,1.286,1.431,1.095,1.223,0.97,1.007,1.006,0.928,0.835,2,10,,,,,,,,,,,
1.957,1.754,1.471,1.387,1.259,1.196,1.033,0.999,0.999,0.91,0.906,2,10,,,,,,,,,,,
1.946,1.816,1.189,1.495,1.28,1.129,1.101,0.993,1.018,0.938,0.884,2,10,,,,,,,,,,,
1.669,1.58,1.297,1.414,1.029,1.086,0.962,0.958,1.021,0.804,0.817,2,10,,,,,,,,,,,
1.846,1.696,1.219,1.304,1.034,1.13,0.936,0.932,0.995,0.879,0.798,2,10,,,,,,,,,,,
2.014,1.569,1.3,1.669,1.119,1.091,0.997,0.946,0.974,0.846,0.762,2,10,,,,,,,,,,,
1.848,1.496,1.376,1.408,0.95,1.141,0.914,0.984,0.993,0.814,0.855,2,10,,,,,,,,,,,
1.815,1.791,1.261,1.607,1.225,1.163,0.928,0.994,0.969,0.826,0.842,2,10,,,,,,,,,,,
1.646,1.57,1.183,1.481,1.145,1.152,0.96,0.906,0.935,0.807,0.758,2,10,,,,,,,,,,,
1.909,1.77,1.32,1.461,1.143,1.163,0.982,0.919,0.942,0.754,0.804,2,10,,,,,,,,,,,
1.895,1.704,1.289,1.357,1.329,1.137,0.917,0.885,0.936,0.834,0.719,2,10,,,,,,,,,,,
1.848,1.719,1.14,1.357,1.204,1.112,0.989,0.969,0.924,0.742,0.808,2,10,,,,,,,,,,,
1.944,1.624,1.139,1.49,0.995,1.131,0.984,0.906,0.912,0.746,0.748,2,10,,,,,,,,,,,
1.847,1.805,1.083,1.486,1.152,1.081,0.924,0.926,0.96,0.82,0.756,2,10,,,,,,,,,,,
1.849,1.844,1.3,1.301,1.008,1.17,0.872,0.937,0.919,0.811,0.769,2,10,,,,,,,,,,,
1.877,1.541,1.368,1.403,1.16,1.145,0.879,0.934,0.955,0.784,0.779,2,10,,,,,,,,,,,
1.947,1.658,1.26,1.383,1.207,1.08,0.841,0.879,0.962,0.738,0.744,2,10,,,,,,,,,,,
1.915,1.793,1.297,1.378,1.222,0.998,0.797,0.926,0.91,0.821,0.771,2,10,,,,,,,,,,,
1.773,1.741,1.194,1.421,1.013,1.098,0.893,0.942,0.945,0.776,0.688,2,10,,,,,,,,,,,
1.841,1.592,1.169,1.389,0.912,0.786,0.62,0.597,0.681,0.561,0.598,2,10,,,,,,,,,,,
1.891,1.685,0.95,1.285,0.935,0.827,0.627,0.675,0.613,0.553,0.581,2,10,,,,,,,,,,,
1.704,1.646,1.276,1.147,0.848,0.866,0.62,0.655,0.658,0.483,0.52,2,10,,,,,,,,,,,
1.723,1.581,1.057,1.205,0.943,0.818,0.653,0.66,0.649,0.549,0.534,2,10,,,,,,,,,,,
1.819,1.565,1.269,1.293,0.728,0.895,0.65,0.594,0.67,0.572,0.53,2,10,,,,,,,,,,,
1.783,1.725,0.986,1.204,0.737,0.853,0.589,0.705,0.67,0.501,0.472,2,10,,,,,,,,,,,
1.846,1.492,1.21,1.16,0.788,0.821,0.67,0.694,0.684,0.477,0.555,2,10,,,,,,,,,,,
1.903,1.439,1.257,1.204,0.973,0.914,0.636,0.692,0.576,0.511,0.496,2,10,,,,,,,,,,,
1.882,1.449,1.181,1.249,0.963,0.879,0.688,0.646,0.656,0.531,0.469,2,10,,,,,,,,,,,
1.849,1.712,1.204,1.133,0.889,0.881,0.593,0.585,0.591,0.443,0.558,2,10,,,,,,,,,,,
1.882,1.563,1.075,1.08,0.826,0.836,0.637,0.62,0.646,0.49,0.497,2,10,,,,,,,,,,,
1.78,1.448,1.052,1.25,0.818,0.825,0.566,0.645,0.644,0.531,0.5,2,10,,,,,,,,,,,
1.772,1.606,1.046,1.054,0.697,0.848,0.665,0.618,0.634,0.51,0.539,2,10,,,,,,,,,,,
1.891,1.538,0.819,1.33,0.757,0.834,0.584,0.639,0.563,0.438,0.52,2,10,,,,,,,,,,,
1.729,1.659,1.136,1.153,0.802,0.8,0.735,0.643,0.621,0.452,0.528,2,10,,,,,,,,,,,
1.78,1.721,0.95,1.043,0.884,0.856,0.605,0.652,0.622,0.474,0.492,2,10,,,,,,,,,,,
1.809,1.708,1.157,1.267,0.767,0.819,0.611,0.611,0.674,0.442,0.582,2,10,,,,,,,,,,,
1.878,1.416,1.052,1.212,0.94,0.827,0.673,0.659,0.646,0.532,0.505,2,10,,,,,,,,,,,
1.776,1.412,1.233,1.258,0.929,0.793,0.575,0.582,0.61,0.471,0.532,2,10,,,,,,,,,,,
1.898,1.522,1.021,0.92,0.893,0.868,0.6,0.558,0.662,0.442,0.565,2,10,,,,,,,,,,,
2.035,1.525,1.172,1.047,0.799,0.8,0.658,0.54,0.612,0.455,0.498,3,10,,,,,,,,,,,
1.749,1.591,1.115,1.119,0.896,0.821,0.628,0.606,0.653,0.491,0.487,3,10,,,,,,,,,,,
1.794,1.589,0.979,0.991,0.802,0.817,0.587,0.647,0.604,0.447,0.468,3,10,,,,,,,,,,,
1.912,1.44,1.103,0.99,0.762,0.779,0.563,0.614,0.546,0.501,0.429,3,10,,,,,,,,,,,
1.78,1.456,1.252,0.975,0.89,0.857,0.582,0.581,0.558,0.431,0.418,3,10,,,,,,,,,,,
1.883,1.67,1.143,0.946,0.873,0.806,0.577,0.537,0.579,0.412,0.461,3,10,,,,,,,,,,,
1.856,1.728,1.188,1.092,0.899,0.811,0.643,0.591,0.604,0.451,0.482,3,10,,,,,,,,,,,
1.787,1.436,0.982,1.156,0.837,0.763,0.634,0.605,0.636,0.405,0.497,3,10,,,,,,,,,,,
1.899,1.516,1.116,0.997,0.764,0.764,0.611,0.575,0.531,0.416,0.415,3,10,,,,,,,,,,,
2.06,1.438,1.274,1.183,0.768,0.807,0.635,0.579,0.564,0.385,0.44,3,10,,,,,,,,,,,
1.743,1.597,1.16,0.941,0.873,0.739,0.556,0.589,0.493,0.386,0.418,3,10,,,,,,,,,,,
1.955,1.456,1.253,1.174,0.742,0.777,0.542,0.609,0.462,0.41,0.406,3,10,,,,,,,,,,,
1.882,1.641,1.11,1.236,0.746,0.735,0.538,0.551,0.526,0.344,0.376,3,10,,,,,,,,,,,
2.123,1.682,0.86,1.066,0.917,0.756,0.541,0.526,0.546,0.431,0.413,3,10,,,,,,,,,,,
2.009,1.694,1.162,1.161,0.793,0.782,0.598,0.604,0.539,0.386,0.434,3,10,,,,,,,,,,,
1.956,1.512,1.108,1.095,0.695,0.754,0.56,0.598,0.524,0.422,0.424,3,10,,,,,,,,,,,
1.832,1.8,1.053,1.119,0.824,0.722,0.594,0.465,0.557,0.415,0.43,3,10,,,,,,,,,,,
1.873,1.471,1.028,1.175,0.783,0.79,0.551,0.505,0.55,0.397,0.446,3,10,,,,,,,,,,,
2.121,1.436,1.066,1.053,0.694,0.774,0.512,0.519,0.569,0.356,0.46,3,10,,,,,,,,,,,
2.037,1.515,0.899,1.236,0.74,0.811,0.573,0.523,0.486,0.418,0.405,3,10,,,,,,,,,,,
1.786,1.599,1.175,1.132,0.82,0.855,0.637,0.687,0.665,0.524,0.522,3,10,,,,,,,,,,,
1.727,1.343,1.081,1.217,0.765,0.88,0.584,0.66,0.752,0.488,0.524,3,10,,,,,,,,,,,
1.63,1.514,1.133,1.219,0.763,0.891,0.654,0.685,0.691,0.543,0.58,3,10,,,,,,,,,,,
1.877,1.71,0.98,1.085,0.752,0.824,0.675,0.711,0.652,0.576,0.572,3,10,,,,,,,,,,,
1.688,1.317,1.265,0.991,0.853,0.834,0.703,0.712,0.672,0.513,0.553,3,10,,,,,,,,,,,
1.619,1.47,0.92,1.261,0.783,0.839,0.633,0.634,0.706,0.516,0.618,3,10,,,,,,,,,,,
1.915,1.511,0.942,1.332,0.817,0.826,0.666,0.774,0.613,0.499,0.543,3,10,,,,,,,,,,,
1.665,1.505,1.153,1.255,0.998,0.75,0.709,0.72,0.695,0.573,0.595,3,10,,,,,,,,,,,
1.634,1.276,0.907,1.291,0.922,0.852,0.69,0.693,0.694,0.515,0.562,3,10,,,,,,,,,,,
1.808,1.464,1.085,1.223,0.701,0.869,0.651,0.674,0.633,0.509,0.538,3,10,,,,,,,,,,,
1.653,1.44,1.051,1.209,0.647,0.846,0.648,0.655,0.662,0.55,0.543,3,10,,,,,,,,,,,
1.573,1.56,0.926,1.122,0.69,0.834,0.577,0.589,0.586,0.447,0.606,3,10,,,,,,,,,,,
1.809,1.392,1.016,1.082,0.837,0.864,0.613,0.646,0.648,0.578,0.508,3,10,,,,,,,,,,,
1.716,1.461,1.021,1.199,0.673,0.753,0.621,0.567,0.605,0.461,0.595,3,10,,,,,,,,,,,
2.026,1.457,1.084,1.175,0.725,0.815,0.593,0.627,0.644,0.463,0.54,3,10,,,,,,,,,,,
1.755,1.555,1.04,1.275,0.678,0.802,0.522,0.603,0.669,0.519,0.529,3,10,,,,,,,,,,,
1.774,1.476,0.921,1.27,0.787,0.816,0.623,0.598,0.666,0.441,0.576,3,10,,,,,,,,,,,
1.741,1.677,1.19,1.04,0.817,0.768,0.624,0.546,0.635,0.486,0.534,3,10,,,,,,,,,,,
1.823,1.557,1.016,1.011,0.795,0.735,0.623,0.584,0.588,0.474,0.523,3,10,,,,,,,,,,,
1.846,1.519,1.194,0.949,0.813,0.796,0.551,0.566,0.603,0.476,0.582,3,10,,,,,,,,,,,
1.948,1.562,1.045,1.426,0.991,0.832,0.694,0.671,0.633,0.586,0.585,3,10,,,,,,,,,,,
1.976,1.685,1.3,1.253,1.065,0.884,0.709,0.691,0.636,0.542,0.557,3,10,,,,,,,,,,,
1.988,1.628,1.26,1.32,0.842,0.886,0.64,0.696,0.657,0.522,0.575,3,10,,,,,,,,,,,
1.964,1.596,0.94,1.505,0.806,0.888,0.645,0.677,0.654,0.492,0.502,3,10,,,,,,,,,,,
2.013,1.627,1.224,1.439,0.546,0.777,0.687,0.727,0.647,0.475,0.507,3,10,,,,,,,,,,,
1.951,1.824,1.198,1.141,0.924,0.848,0.665,0.682,0.687,0.456,0.508,3,10,,,,,,,,,,,
1.799,1.562,1.149,1.183,0.951,0.85,0.674,0.676,0.627,0.419,0.496,3,10,,,,,,,,,,,
1.927,1.672,1.204,1.397,0.747,0.872,0.666,0.642,0.584,0.413,0.523,3,10,,,,,,,,,,,
2.029,1.634,0.946,1.356,0.903,0.79,0.555,0.658,0.591,0.448,0.457,3,10,,,,,,,,,,,
1.862,1.631,1.124,1.386,0.864,0.798,0.653,0.668,0.685,0.453,0.438,3,10,,,,,,,,,,,
1.982,1.754,1.215,1.06,0.917,0.84,0.621,0.671,0.591,0.492,0.521,3,10,,,,,,,,,,,
1.971,1.743,1.155,1.258,0.854,0.8,0.688,0.639,0.617,0.419,0.456,3,10,,,,,,,,,,,
1.882,1.907,1.282,1.38,0.922,0.803,0.581,0.63,0.597,0.454,0.417,3,10,,,,,,,,,,,
1.965,1.596,1.182,1.199,0.853,0.844,0.599,0.597,0.582,0.381,0.447,3,10,,,,,,,,,,,
1.958,1.798,0.985,1.181,0.806,0.783,0.619,0.565,0.543,0.409,0.474,3,10,,,,,,,,,,,
2.118,1.57,1.162,1.099,0.859,0.869,0.596,0.577,0.53,0.463,0.556,3,10,,,,,,,,,,,
2.174,1.513,1.26,1.293,0.906,0.85,0.544,0.584,0.548,0.393,0.379,3,10,,,,,,,,,,,
1.99,1.544,1.249,1.16,0.936,0.827,0.633,0.565,0.59,0.442,0.474,3,10,,,,,,,,,,,
1.977,1.668,1.131,1.394,0.81,0.808,0.576,0.566,0.54,0.448,0.463,3,10,,,,,,,,,,,
2.157,1.67,1.315,1.219,1.019,0.775,0.622,0.624,0.574,0.441,0.434,3,10,,,,,,,,,,,
2.285,2.096,1.287,1.432,0.919,0.977,0.766,0.755,0.707,0.578,0.607,4,10,,,,,,,,,,,
2.413,1.922,1.42,1.305,1.074,0.992,0.74,0.742,0.681,0.548,0.532,4,10,,,,,,,,,,,
2.104,2.018,1.439,1.44,1.11,0.985,0.75,0.672,0.763,0.532,0.547,4,10,,,,,,,,,,,
2.309,2.049,1.185,1.396,1.028,0.971,0.728,0.645,0.715,0.497,0.542,4,10,,,,,,,,,,,
2.112,1.747,1.376,1.535,1.07,0.962,0.707,0.761,0.756,0.616,0.538,4,10,,,,,,,,,,,
2.311,1.84,1.441,1.389,1.015,0.977,0.733,0.743,0.715,0.575,0.521,4,10,,,,,,,,,,,
2.059,1.881,1.321,1.473,1.119,0.951,0.743,0.756,0.668,0.545,0.555,4,10,,,,,,,,,,,
2.527,1.864,1.297,1.442,1.186,0.959,0.777,0.737,0.717,0.505,0.556,4,10,,,,,,,,,,,
2.347,1.823,1.631,1.312,1.058,0.912,0.719,0.679,0.753,0.545,0.575,4,10,,,,,,,,,,,
2.17,1.964,1.389,1.531,1.117,0.986,0.81,0.685,0.708,0.53,0.557,4,10,,,,,,,,,,,
2.466,2.053,1.37,1.511,0.951,0.95,0.758,0.665,0.705,0.515,0.549,4,10,,,,,,,,,,,
2.412,1.924,1.546,1.426,0.938,0.915,0.755,0.663,0.732,0.486,0.524,4,10,,,,,,,,,,,
2.332,2.077,1.411,1.224,0.964,0.932,0.684,0.74,0.708,0.557,0.522,4,10,,,,,,,,,,,
2.234,1.997,1.366,1.609,1.008,0.937,0.659,0.687,0.698,0.564,0.559,4,10,,,,,,,,,,,
2.145,1.692,1.278,1.393,1.21,0.938,0.624,0.654,0.689,0.41,0.525,4,10,,,,,,,,,,,
2.375,1.851,1.418,1.284,1.066,0.877,0.784,0.679,0.73,0.541,0.484,4,10,,,,,,,,,,,
2.351,2.009,1.423,1.45,0.936,0.965,0.74,0.791,0.7,0.547,0.599,4,10,,,,,,,,,,,
2.313,1.908,1.198,1.453,1.11,0.947,0.681,0.688,0.712,0.484,0.531,4,10,,,,,,,,,,,
2.327,2.042,1.491,1.48,1.16,0.917,0.653,0.697,0.631,0.505,0.509,4,10,,,,,,,,,,,
2.301,1.937,1.487,1.389,1.025,0.947,0.731,0.76,0.625,0.553,0.551,4,10,,,,,,,,,,,
1.839,1.565,1.107,1.396,1.036,1.047,0.844,0.872,0.892,0.71,0.742,4,10,,,,,,,,,,,
1.763,1.436,1.113,1.436,1.143,1.063,0.877,0.849,0.841,0.665,0.712,4,10,,,,,,,,,,,
1.686,1.364,1.13,1.366,1.107,0.982,0.801,0.891,0.866,0.664,0.785,4,10,,,,,,,,,,,
1.561,1.427,1.033,1.521,0.979,0.995,0.799,0.879,0.829,0.7,0.758,4,10,,,,,,,,,,,
1.726,1.518,1.258,1.394,1.105,0.987,0.768,0.856,0.885,0.741,0.679,4,10,,,,,,,,,,,
1.752,1.471,1.252,1.234,1.002,1.01,0.879,0.864,0.81,0.751,0.65,4,10,,,,,,,,,,,
1.625,1.543,1.13,1.435,0.895,1.003,0.743,0.827,0.831,0.673,0.723,4,10,,,,,,,,,,,
1.539,1.566,1.02,1.391,0.839,0.968,0.841,0.848,0.853,0.729,0.666,4,10,,,,,,,,,,,
1.657,1.505,1.205,1.358,1.059,0.937,0.82,0.807,0.817,0.715,0.728,4,10,,,,,,,,,,,
1.718,1.523,1.102,1.213,1.066,1.037,0.824,0.815,0.806,0.655,0.709,4,10,,,,,,,,,,,
1.595,1.485,1.169,1.25,0.957,0.98,0.826,0.796,0.827,0.711,0.709,4,10,,,,,,,,,,,
1.523,1.644,1.229,1.278,1.12,0.986,0.811,0.8,0.799,0.685,0.747,4,10,,,,,,,,,,,
1.618,1.54,1.029,1.383,1.078,0.968,0.752,0.796,0.794,0.614,0.698,4,10,,,,,,,,,,,
1.659,1.578,1.172,1.372,1.012,0.958,0.768,0.803,0.776,0.631,0.729,4,10,,,,,,,,,,,
1.776,1.463,1.225,1.391,1.081,0.893,0.853,0.862,0.758,0.627,0.69,4,10,,,,,,,,,,,
1.612,1.481,1.186,1.503,0.879,0.986,0.685,0.779,0.823,0.601,0.7,4,10,,,,,,,,,,,
1.618,1.563,1.217,1.329,1.148,0.93,0.789,0.77,0.777,0.603,0.671,4,10,,,,,,,,,,,
1.73,1.507,1.19,1.345,1.011,0.972,0.787,0.772,0.792,0.608,0.609,4,10,,,,,,,,,,,
1.509,1.525,1.007,1.324,1.108,0.967,0.747,0.786,0.706,0.622,0.749,4,10,,,,,,,,,,,
1.707,1.456,1.314,1.293,1.107,0.97,0.769,0.716,0.666,0.668,0.662,4,10,,,,,,,,,,,
1.731,1.713,1.18,1.323,0.996,0.959,0.73,0.706,0.738,0.546,0.521,4,10,,,,,,,,,,,
1.945,1.456,1.22,1.351,0.974,0.896,0.716,0.66,0.63,0.562,0.573,4,10,,,,,,,,,,,
1.859,1.726,1.069,1.231,1.036,0.886,0.691,0.661,0.657,0.467,0.668,4,10,,,,,,,,,,,
1.906,1.613,1.028,1.312,1.002,0.905,0.667,0.649,0.653,0.556,0.554,4,10,,,,,,,,,,,
1.865,1.522,1.184,1.507,0.913,0.886,0.617,0.699,0.716,0.5,0.531,4,10,,,,,,,,,,,
1.878,1.658,1.238,1.338,1.064,0.873,0.631,0.682,0.636,0.503,0.511,4,10,,,,,,,,,,,
1.942,1.693,1.132,1.339,0.797,0.9,0.668,0.698,0.658,0.516,0.498,4,10,,,,,,,,,,,
1.896,1.656,1.111,1.399,0.703,0.819,0.611,0.6,0.589,0.467,0.506,4,10,,,,,,,,,,,
1.938,1.705,1.133,1.214,0.917,0.866,0.632,0.59,0.629,0.456,0.531,4,10,,,,,,,,,,,
1.863,1.685,1.119,1.268,0.91,0.85,0.61,0.615,0.624,0.506,0.496,4,10,,,,,,,,,,,
1.79,1.409,1.266,1.185,0.956,0.867,0.615,0.59,0.604,0.509,0.501,4,10,,,,,,,,,,,
1.899,1.624,1.139,1.463,1.01,0.803,0.637,0.62,0.608,0.492,0.52,4,10,,,,,,,,,,,
1.801,1.528,1.151,1.151,0.853,0.796,0.619,0.615,0.623,0.432,0.486,4,10,,,,,,,,,,,
1.918,1.472,1.179,1.33,0.928,0.838,0.609,0.604,0.509,0.446,0.482,4,10,,,,,,,,,,,
1.814,1.674,1.168,1.396,1.022,0.775,0.594,0.612,0.54,0.41,0.446,4,10,,,,,,,,,,,
1.921,1.55,1.019,1.101,0.941,0.735,0.637,0.601,0.556,0.412,0.443,4,10,,,,,,,,,,,
1.799,1.781,1.13,1.339,0.955,0.73,0.646,0.61,0.518,0.397,0.43,4,10,,,,,,,,,,,
1.905,1.532,1.143,1.197,0.907,0.769,0.577,0.499,0.481,0.41,0.443,4,10,,,,,,,,,,,
1.913,1.63,1.035,1.44,0.998,0.822,0.64,0.591,0.608,0.451,0.431,4,10,,,,,,,,,,,
1.804,1.714,1.15,1.307,0.869,0.78,0.647,0.601,0.555,0.448,0.439,4,10,,,,,,,,,,,
1.286,0.808,1.009,0.887,0.554,0.662,0.795,0.575,0.581,0.462,0.453,5,10,,,,,,,,,,,
1.318,0.875,1.173,0.903,0.524,0.713,0.76,0.614,0.578,0.483,0.468,5,10,,,,,,,,,,,
1.013,1.082,1.116,0.898,0.701,0.71,0.756,0.634,0.549,0.47,0.473,5,10,,,,,,,,,,,
1.241,0.969,1.219,0.708,0.639,0.667,0.671,0.631,0.553,0.465,0.509,5,10,,,,,,,,,,,
1.234,1.011,0.964,1.061,0.54,0.696,0.699,0.561,0.595,0.507,0.419,5,10,,,,,,,,,,,
1.217,1.064,0.959,0.994,0.505,0.64,0.697,0.56,0.54,0.512,0.413,5,10,,,,,,,,,,,
1.363,1.049,0.971,0.928,0.441,0.703,0.676,0.625,0.613,0.468,0.469,5,10,,,,,,,,,,,
1.134,1.294,1.154,0.991,0.663,0.734,0.69,0.524,0.595,0.506,0.441,5,10,,,,,,,,,,,
1.186,0.965,0.965,0.948,0.48,0.713,0.642,0.543,0.519,0.45,0.564,5,10,,,,,,,,,,,
1.046,1.02,1.112,0.91,0.589,0.672,0.686,0.542,0.529,0.442,0.418,5,10,,,,,,,,,,,
1.276,1.069,1.052,0.856,0.609,0.722,0.722,0.585,0.578,0.441,0.386,5,10,,,,,,,,,,,
